IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
ToF sensor failed to begin. Please check wiring. Freezing...
IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
ToF sensor failed to begin. Please check wiring. Freezing...
IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
ToF sensor failed to begin. Please check wiring. Freezing...
IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
ToF sensor failed to begin. Please check wiring. Freezing...
IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
Success!
Sensors initiated!
load_cell_1: -29764 load_cell_2: -29765 load_cell_3: -29764 load_cell_4: -29765 time_of_flight: 119
load_cell_1: -29755 load_cell_2: -29756 load_cell_3: -29755 load_cell_4: -29793 time_of_flight: 121
load_cell_1: -29784 load_cell_2: -29788 load_cell_3: -29783 load_cell_4: -29780 time_of_flight: 120
load_cell_1: -29742 load_cell_2: -29738 load_cell_3: -29737 load_cell_4: -29738 time_of_flight: 120
load_cell_1: -29869 load_cell_2: -29870 load_cell_3: -29881 load_cell_4: -29888 time_of_flight: 120
load_cell_1: -29794 load_cell_2: -29811 load_cell_3: -29820 load_cell_4: -29821 time_of_flight: 120
load_cell_1: -29839 load_cell_2: -29840 load_cell_3: -29839 load_cell_4: -29829 time_of_flight: 120
load_cell_1: -29847 load_cell_2: -29831 load_cell_3: -29827 load_cell_4: -29822 time_of_flight: 120
load_cell_1: -30109 load_cell_2: -30110 load_cell_3: -30109 load_cell_4: -30110 time_of_flight: 121
load_cell_1: -34026 load_cell_2: -34059 load_cell_3: -34097 load_cell_4: -34091 time_of_flight: 121
load_cell_1: -55069 load_cell_2: -55070 load_cell_3: -55069 load_cell_4: -55070 time_of_flight: 121
load_cell_1: -67096 load_cell_2: -67073 load_cell_3: -67119 load_cell_4: -67125 time_of_flight: 121
load_cell_1: -71143 load_cell_2: -71128 load_cell_3: -71109 load_cell_4: -71110 time_of_flight: 121
load_cell_1: -92946 load_cell_2: -92947 load_cell_3: -92946 load_cell_4: -93114 time_of_flight: 122
load_cell_1: -106514 load_cell_2: -106571 load_cell_3: -106605 load_cell_4: -106606 time_of_flight: 125
load_cell_1: -116225 load_cell_2: -116226 load_cell_3: -116225 load_cell_4: -116239 time_of_flight: 126
load_cell_1: -125245 load_cell_2: -125260 load_cell_3: -125263 load_cell_4: -125303 time_of_flight: 128
load_cell_1: -133535 load_cell_2: -133550 load_cell_3: -133549 load_cell_4: -133550 time_of_flight: 130
load_cell_1: -140752 load_cell_2: -140753 load_cell_3: -140752 load_cell_4: -140792 time_of_flight: 133
load_cell_1: -147728 load_cell_2: -147734 load_cell_3: -147742 load_cell_4: -147743 time_of_flight: 136
load_cell_1: -154460 load_cell_2: -154461 load_cell_3: -154460 load_cell_4: -154476 time_of_flight: 139
