IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
Success!
Sensors initiated!
load_cell_1: -184655 load_cell_2: -184656 load_cell_3: -184655 load_cell_4: -184656 time_of_flight: 131
load_cell_1: -184699 load_cell_2: -184693 load_cell_3: -184675 load_cell_4: -184650 time_of_flight: 131
load_cell_1: -184569 load_cell_2: -184606 load_cell_3: -184605 load_cell_4: -184606 time_of_flight: 131
load_cell_1: -184623 load_cell_2: -184624 load_cell_3: -184623 load_cell_4: -184624 time_of_flight: 131
load_cell_1: -186434 load_cell_2: -186490 load_cell_3: -186528 load_cell_4: -186496 time_of_flight: 132
load_cell_1: -190934 load_cell_2: -190935 load_cell_3: -190934 load_cell_4: -190935 time_of_flight: 108
load_cell_1: -193441 load_cell_2: -193442 load_cell_3: -193475 load_cell_4: -193487 time_of_flight: 85
load_cell_1: -195450 load_cell_2: -195474 load_cell_3: -195475 load_cell_4: -195476 time_of_flight: 138
load_cell_1: -197860 load_cell_2: -197861 load_cell_3: -197860 load_cell_4: -197855 time_of_flight: 134
load_cell_1: -200283 load_cell_2: -200298 load_cell_3: -200305 load_cell_4: -200300 time_of_flight: 134
load_cell_1: -202882 load_cell_2: -202883 load_cell_3: -202882 load_cell_4: -202883 time_of_flight: 135
load_cell_1: -205202 load_cell_2: -205203 load_cell_3: -205202 load_cell_4: -205225 time_of_flight: 135
load_cell_1: -207205 load_cell_2: -207188 load_cell_3: -207220 load_cell_4: -207221 time_of_flight: 138
load_cell_1: -209877 load_cell_2: -209878 load_cell_3: -209877 load_cell_4: -209878 time_of_flight: 137
load_cell_1: -212056 load_cell_2: -212061 load_cell_3: -212078 load_cell_4: -212040 time_of_flight: 138
load_cell_1: -214103 load_cell_2: -214103 load_cell_3: -214102 load_cell_4: -214103 time_of_flight: 138
load_cell_1: -216404 load_cell_2: -216405 load_cell_3: -216404 load_cell_4: -216446 time_of_flight: 142
load_cell_1: -219135 load_cell_2: -219164 load_cell_3: -219189 load_cell_4: -219190 time_of_flight: 145
load_cell_1: -221638 load_cell_2: -221639 load_cell_3: -221638 load_cell_4: -221639 time_of_flight: 140
load_cell_1: -224134 load_cell_2: -224139 load_cell_3: -224149 load_cell_4: -224149 time_of_flight: 144
load_cell_1: -226826 load_cell_2: -226827 load_cell_3: -226826 load_cell_4: -226827 time_of_flight: 144
load_cell_1: -229009 load_cell_2: -229010 load_cell_3: -229035 load_cell_4: -229051 time_of_flight: 146
load_cell_1: -231731 load_cell_2: -231740 load_cell_3: -231742 load_cell_4: -231743 time_of_flight: 145
load_cell_1: -233704 load_cell_2: -233705 load_cell_3: -233704 load_cell_4: -233708 time_of_flight: 151
load_cell_1: -236581 load_cell_2: -236582 load_cell_3: -236583 load_cell_4: -236579 time_of_flight: 148
load_cell_1: -238859 load_cell_2: -238874 load_cell_3: -238873 load_cell_4: -238874 time_of_flight: 147
load_cell_1: -241615 load_cell_2: -241616 load_cell_3: -241615 load_cell_4: -241640 time_of_flight: 149
load_cell_1: -244763 load_cell_2: -244755 load_cell_3: -244749 load_cell_4: -244751 time_of_flight: 150
load_cell_1: -247900 load_cell_2: -247901 load_cell_3: -247900 load_cell_4: -247901 time_of_flight: 152
load_cell_1: -251511 load_cell_2: -251521 load_cell_3: -251549 load_cell_4: -251605 time_of_flight: 153
load_cell_1: -255016 load_cell_2: -255048 load_cell_3: -255047 load_cell_4: -255048 time_of_flight: 157
load_cell_1: -258877 load_cell_2: -258878 load_cell_3: -258877 load_cell_4: -258875 time_of_flight: 154
load_cell_1: -261701 load_cell_2: -261722 load_cell_3: -261714 load_cell_4: -261715 time_of_flight: 163
load_cell_1: -265225 load_cell_2: -265226 load_cell_3: -265225 load_cell_4: -265226 time_of_flight: 159
load_cell_1: -268060 load_cell_2: -268064 load_cell_3: -268055 load_cell_4: -268085 time_of_flight: 163
load_cell_1: -271233 load_cell_2: -271253 load_cell_3: -271252 load_cell_4: -271253 time_of_flight: 166
load_cell_1: -274400 load_cell_2: -274401 load_cell_3: -274400 load_cell_4: -274407 time_of_flight: 176
load_cell_1: -277857 load_cell_2: -277872 load_cell_3: -277942 load_cell_4: -277951 time_of_flight: 176
load_cell_1: -281199 load_cell_2: -281200 load_cell_3: -281199 load_cell_4: -281200 time_of_flight: 169
load_cell_1: -284813 load_cell_2: -284814 load_cell_3: -284810 load_cell_4: -284877 time_of_flight: 173
