IAC Sensor kit, v0.1
Scale 1:
Success!
Scale 2:
Success!
Time of Flight:
Success!
Sensors initiated!
load_cell_1: -34400 load_cell_2: -34401 load_cell_3: -34400 load_cell_4: -34401 time_of_flight: 123
load_cell_1: -34393 load_cell_2: -34374 load_cell_3: -34378 load_cell_4: -34353 time_of_flight: 122
load_cell_1: -34363 load_cell_2: -34359 load_cell_3: -34336 load_cell_4: -34337 time_of_flight: 123
load_cell_1: -34326 load_cell_2: -34327 load_cell_3: -34326 load_cell_4: -34337 time_of_flight: 123
load_cell_1: -34417 load_cell_2: -34391 load_cell_3: -34391 load_cell_4: -34388 time_of_flight: 123
load_cell_1: -34390 load_cell_2: -34391 load_cell_3: -34390 load_cell_4: -34391 time_of_flight: 123
load_cell_1: -52361 load_cell_2: -52362 load_cell_3: -52679 load_cell_4: -52827 time_of_flight: 123
load_cell_1: -65353 load_cell_2: -65351 load_cell_3: -65350 load_cell_4: -65351 time_of_flight: 123
load_cell_1: -67750 load_cell_2: -67751 load_cell_3: -67750 load_cell_4: -67947 time_of_flight: 125
load_cell_1: -83561 load_cell_2: -83672 load_cell_3: -83812 load_cell_4: -83813 time_of_flight: 128
load_cell_1: -97036 load_cell_2: -97037 load_cell_3: -97036 load_cell_4: -97037 time_of_flight: 131
load_cell_1: -105988 load_cell_2: -105989 load_cell_3: -106037 load_cell_4: -106128 time_of_flight: 136
load_cell_1: -112748 load_cell_2: -112799 load_cell_3: -112814 load_cell_4: -112815 time_of_flight: 141
load_cell_1: -117496 load_cell_2: -117497 load_cell_3: -117496 load_cell_4: -117544 time_of_flight: 145
load_cell_1: -122148 load_cell_2: -122215 load_cell_3: -122355 load_cell_4: -122316 time_of_flight: 145
load_cell_1: -126859 load_cell_2: -126850 load_cell_3: -126849 load_cell_4: -126850 time_of_flight: 148
load_cell_1: -131339 load_cell_2: -131340 load_cell_3: -131385 load_cell_4: -131369 time_of_flight: 153
load_cell_1: -135674 load_cell_2: -135728 load_cell_3: -135735 load_cell_4: -135736 time_of_flight: 159
load_cell_1: -140377 load_cell_2: -140378 load_cell_3: -140377 load_cell_4: -140453 time_of_flight: 164
load_cell_1: -145344 load_cell_2: -145338 load_cell_3: -145324 load_cell_4: -145314 time_of_flight: 169
load_cell_1: -150647 load_cell_2: -150648 load_cell_3: -150647 load_cell_4: -150648 time_of_flight: 173
load_cell_1: -155852 load_cell_2: -155872 load_cell_3: -155883 load_cell_4: -155820 time_of_flight: 178
load_cell_1: -160788 load_cell_2: -160796 load_cell_3: -160795 load_cell_4: -160796 time_of_flight: 183
load_cell_1: -163744 load_cell_2: -163745 load_cell_3: -163748 load_cell_4: -163783 time_of_flight: 186
load_cell_1: -167022 load_cell_2: -167062 load_cell_3: -167068 load_cell_4: -167069 time_of_flight: 188
load_cell_1: -170516 load_cell_2: -170517 load_cell_3: -170516 load_cell_4: -170555 time_of_flight: 191
load_cell_1: -176687 load_cell_2: -176725 load_cell_3: -176795 load_cell_4: -176820 time_of_flight: 194
load_cell_1: -184057 load_cell_2: -184090 load_cell_3: -184089 load_cell_4: -184090 time_of_flight: 196
load_cell_1: -190634 load_cell_2: -190635 load_cell_3: -190653 load_cell_4: -190674 time_of_flight: 199
load_cell_1: -197289 load_cell_2: -197304 load_cell_3: -197319 load_cell_4: -197320 time_of_flight: 201
load_cell_1: -204101 load_cell_2: -204102 load_cell_3: -204101 load_cell_4: -204137 time_of_flight: 205
load_cell_1: -210680 load_cell_2: -210736 load_cell_3: -210755 load_cell_4: -210766 time_of_flight: 208
load_cell_1: -218062 load_cell_2: -218063 load_cell_3: -218062 load_cell_4: -218063 time_of_flight: 210
load_cell_1: -225561 load_cell_2: -225562 load_cell_3: -225601 load_cell_4: -225668 time_of_flight: 213
load_cell_1: -231730 load_cell_2: -231718 load_cell_3: -231725 load_cell_4: -231726 time_of_flight: 214
load_cell_1: -236303 load_cell_2: -236304 load_cell_3: -236303 load_cell_4: -236304 time_of_flight: 221
load_cell_1: -241693 load_cell_2: -241651 load_cell_3: -241714 load_cell_4: -241787 time_of_flight: 232
load_cell_1: -241660 load_cell_2: -241664 load_cell_3: -241663 load_cell_4: -241664 time_of_flight: 234
load_cell_1: -241890 load_cell_2: -241891 load_cell_3: -241904 load_cell_4: -241919 time_of_flight: 235
load_cell_1: -244930 load_cell_2: -244925 load_cell_3: -244948 load_cell_4: -244949 time_of_flight: 236
load_cell_1: -248083 load_cell_2: -248084 load_cell_3: -248083 load_cell_4: -248084 time_of_flight: 237
load_cell_1: -251638 load_cell_2: -251639 load_cell_3: -251670 load_cell_4: -251672 time_of_flight: 238
load_cell_1: -255052 load_cell_2: -255070 load_cell_3: -255069 load_cell_4: -255070 time_of_flight: 239
load_cell_1: -258964 load_cell_2: -258965 load_cell_3: -258964 load_cell_4: -259007 time_of_flight: 241
load_cell_1: -263616 load_cell_2: -263572 load_cell_3: -263584 load_cell_4: -263612 time_of_flight: 242
load_cell_1: -267944 load_cell_2: -267945 load_cell_3: -267944 load_cell_4: -267945 time_of_flight: 244
load_cell_1: -273457 load_cell_2: -273458 load_cell_3: -273516 load_cell_4: -273538 time_of_flight: 245
load_cell_1: -278918 load_cell_2: -278926 load_cell_3: -278925 load_cell_4: -278926 time_of_flight: 247
load_cell_1: -284229 load_cell_2: -284230 load_cell_3: -284229 load_cell_4: -284242 time_of_flight: 248
load_cell_1: -289742 load_cell_2: -289782 load_cell_3: -289838 load_cell_4: -289852 time_of_flight: 247
load_cell_1: -295008 load_cell_2: -295009 load_cell_3: -295008 load_cell_4: -295009 time_of_flight: 248
load_cell_1: -300428 load_cell_2: -300429 load_cell_3: -300428 load_cell_4: -300421 time_of_flight: 247
load_cell_1: -305663 load_cell_2: -305681 load_cell_3: -305683 load_cell_4: -305684 time_of_flight: 245
load_cell_1: -310591 load_cell_2: -310592 load_cell_3: -310591 load_cell_4: -310592 time_of_flight: 241
